artist_name,biography,listeners,playcount,similar_artists
Fedde Le Grand,"Fedde Le Grand (born 7 September 1977) is a Dutch house DJ and record producer from Utrecht. He is best known for his chart-topping 2006 song ""Put Your Hands Up 4 Detroit"". Le Grand is a perennial headliner at renowned EDM festivals such as Ultra Music Festival and Tomorrowland and for the majority of the year tours internationally at major night clubs. Le Grand is also known for his remixes of popular artists such as Coldplay, Michael Jackson, Shakira, Rihanna, Mariah Carey, Timeflies, Naughty Boy and Martin Solveig. <a href=""https://www.last.fm/music/Fedde+Le+Grand"">Read more on Last.fm</a>",733448,5270613,"['Laidback Luke', 'Don Diablo', 'Bingo Players', 'Axwell', 'Nicky Romero']"
Quantic,"Quantic is an umbrella name for UK-born, Will Holland: acclaimed producer, musician and DJ for over 15 years evolving and involving styles like Funk & Jazz to Electronic & Folk music through to Latin, Reggae, Dub & Cumbia. Holland has released over ten full-length albums internationally through the label, Tru Thoughts, ...across six different projects ranging from his DJ/Producer/Remixer moniker that has packed dance floors from Bulgaria to Buenos Aires <a href=""https://www.last.fm/music/Quantic"">Read more on Last.fm</a>",909524,15127774,"['The Quantic Soul Orchestra', 'Guts', 'Nightmares on Wax', 'Kid Loco', 'TM Juke']"
Kungs,"Valentin Brunel (born 17 December 1996), better known by his stage name Kungs, is a French house music DJ, record producer and musician. His collaboration with Cookin' on 3 Burners titled ""This Girl"" reached number 2 on the UK Singles Chart in 2016.

Valentin started his musical career with a djembe gifted by his parents to him at the age of five. Valentin grew up listening to rock and roll classics with his father, including The Who and The Kooks. <a href=""https://www.last.fm/music/Kungs"">Read more on Last.fm</a>",811911,9330919,"['Ofenbach', 'Martin Solveig', 'Feder', 'Purple Disco Machine', 'The Avener']"
DJ Snake,"William Grigahcine, better known by his stage name DJ Snake, is a franco-algerian DJ, rapper and producer mixing hip hop and electronic music.

He is a Grammy-nominated producer and artist who debuted into the international scene with singles ""Bird Machine"" and ""Turn Down for What"" in 2013. ""Bird Machine"" is a collaboration with fellow French act Alesia. The single was picked up by Mad Decent, a Los Angeles-based record label run by Diplo, and released in February 2013. <a href=""https://www.last.fm/music/DJ+Snake"">Read more on Last.fm</a>",2362639,43178096,"['David Guetta', 'Jack Ü', 'Martin Garrix', 'Jonas Blue', 'Marshmello']"
Jan Blomqvist,"""Music is emotion, and through electronic music emotions are transfered more easily when the sound is warm and organic as opposed to canned and cold. Those who've listened to Jan Blomqvist know that his music definitely doesn't belong to the lattercategory because the sounds he uses are 100 % self-formed and perfectly underscore his distinct and secure voice, making his music alive and close.

For over 7 years he was the singer, bassist and songwriter of a band who rocked North Germany with a dark melodic grunge-rock sound. <a href=""https://www.last.fm/music/Jan+Blomqvist"">Read more on Last.fm</a>",245060,3821067,"['Nils Hoffmann', 'Christian Löffler', 'Oliver Schories', 'Klangkarussell', 'Monkey Safari']"
Ofenbach,"Ofenbach is a French DJ duo, consisting of Dorian Lo and César de Rummel, based in Paris. They are best known for their gold-certified song ""Be Mine"" which charted on the Billboard Dance/Mix Show Airplay chart at 35th. After releasing songs like “Around the Fire” and “You Do Not Know Me”, they have gained support from artists such as Robin Schulz and Tiesto. They are also known for remixing songs from Bob Sinclar, Hyphen Hyphen, and James Bay. <a href=""https://www.last.fm/music/Ofenbach"">Read more on Last.fm</a>",569881,7666770,"['Kungs', 'Robin Schulz', 'R3hab', 'Lost Frequencies', 'Martin Solveig']"
Alaia & Gallo,"Alaia & Gallo are a pair of smart young Italian DJs who have quickly made their musical mark, have turned a number of heads and have laid down some essential sets in the best clubs round Europe. 

It was back in 2013 that they secured their first club hit with the thrilling house grooves and emotive vibes of ‘Beat of the Drum’. The track shot up through the Beatport charts and eventually hit number one in the house genre. It announced the pair had fully arrived and since then there has been no looking back. <a href=""https://www.last.fm/music/Alaia+&+Gallo"">Read more on Last.fm</a>",24086,95748,"['Illyus & Barrientos', 'MAKITO', 'Simion', 'Bas Roos', 'defected radio']"
Marshmello,"Christopher Comstock, better known by his stage name Marshmello, (born May 19, 1992) is an American electronic dance music producer and DJ. He first gained international recognition by remixing songs by Jack Ü and Zedd, and later collaborated with artists including Omar LinX, Ookay, Jauz and Slushii. In January 2017, his song ""Alone"" appeared on the U.S. Billboard Hot 100 chart.
In 2018, he released ""Friends"", a collaboration with British singer Anne-Marie which peaked in the top 20 in the US. <a href=""https://www.last.fm/music/Marshmello"">Read more on Last.fm</a>",2421085,64026675,"['Martin Garrix', 'The Chainsmokers', 'Alan Walker', 'DJ Snake', 'Jonas Blue']"
Burak Yeter,"Burak Yeter (born 5 May 1982, Trabzon) is an Turkish DJ & Producer. The music has not been far away for the Producer&DJ Burak Yeter. His father's being musician has caused him to gain lots of things in his early ages. He tried his first experiences at the small house parties in 1996 with his passion for music. Firstly, making musics in the styles of Break, Beat-Drum'n'Base & RnB, he started to take his place in the cabin.

He even founded a group called Tatbikat in 1999, so that he improved his basic facilities in music much more. <a href=""https://www.last.fm/music/Burak+Yeter"">Read more on Last.fm</a>",288841,2545626,"['Feder', 'Ofenbach', 'Felix Jaehn', 'Robin Schulz', 'Imanbek']"
Alok,"Alok Achkar Peres Petrillo (born August 26, 1991) is a Brazilian musician, DJ and record producer. He is known for his single ""Hear Me Now"". In 2021, Alok was ranked the 4th best DJ in the world by DJ Mag, being the highest position occupied by a Brazilian.

Alok has become one of the most prominent icons in the Brazilian electronic scene, with honors and awards, such as ""Best DJ in Brazil"" by House Mag in 2014 and 2015, and being the only Brazilian in the top 25 in the world the following year by DJ Mag magazine. <a href=""https://www.last.fm/music/Alok"">Read more on Last.fm</a>",1159623,23623328,"['dubdogz', 'Cat Dealers', 'Vintage Culture', 'Bruno Martini', 'KVSH']"
Mike Posner,"Michael Robert Henrion Posner ""Mike Posner"" (born February 12, 1988 in Southfield, Michigan) is an American singer and producer signed to Island Records. He released his debut mixtape, Reflections of a Lost Teen, in 2006. His next two mixtapes, A Matter of Time and One Foot Out the Door, caught the attention of many major labels. His debut album 31 Minutes to Takeoff was released August 10, 2010. Posner graduated from Duke University in December 2009 with a BA in Sociology and Business. He is close friends with rapper Big Sean.  <a href=""https://www.last.fm/music/Mike+Posner"">Read more on Last.fm</a>",2387713,31339797,"['B.o.B', 'Taio Cruz', 'Jason Derülo', 'Flo Rida', 'Sean Kingston']"
Kollektiv Turmstrasse,"Kollektiv Turmstrasse is a project initiated by the musicians Nico Plagemann and Christian Hilscher from Luebeck, Germany.

Both of them are linking not only their deep ambitions to electronic music with this project - they also link their passion for performing together. By the time the duo developed its pretty own stylistic presence in music, which makes their different inspirations and their sharing passion for electronic music absolutely audible. <a href=""https://www.last.fm/music/Kollektiv+Turmstrasse"">Read more on Last.fm</a>",300608,4847158,"['Extrawelt', 'Oliver Schories', 'Dominik Eulberg', 'Anja Schneider', 'Solee']"
FÄIS," <a href=""https://www.last.fm/music/F%C3%84IS"">Read more on Last.fm</a>",51916,325785,"['Martin Garrix & David Guetta', 'Louis the Child', 'San Holo', 'Sabai', 'Illenium']"
Orange Sector,"Orange Sector is the name of a German EBM band from Hannover, Germany formed in 1992. <a href=""https://www.last.fm/music/Orange+Sector"">Read more on Last.fm</a>",145923,2170729,"['And One', 'Spetsnaz', 'Sturm Café', 'Jäger 90', 'Die Krupps']"
Skepta,"Joseph Junior Adenuga, better known as Skepta, is an English Grime MC from Tottenham, North London, England. Originally from and born to Nigerian parents he moved from Lagos to London aged three. His family history can be traced back further to Ethiopia, to the Falash Mura community. He is a producer and DJ commonly associated with the North London Grime scene, including Roll Deep and Boy Better Know. 
The name ""Skepta"" originated from the word Sceptre, a type of staff. <a href=""https://www.last.fm/music/Skepta"">Read more on Last.fm</a>",986484,36040347,"['JME', 'Giggs', 'Headie One', 'AJ Tracey', 'Wiley']"
ZHU,"Steven Zhu, known mononymously as Zhu, is an American electronic music producer and singer who has been active since the beginning of 2014, signed to Mind of a Genius Records. Until mid-2014, Zhu remained anonymous, asking to be judged by his music alone. <a href=""https://www.last.fm/music/ZHU"">Read more on Last.fm</a>",878573,16321868,"['Bob Moses', 'Elderbrook', 'Claptone', 'Eli & Fur', 'Gorgon City']"
W&W,"Introduction: What started as a chance meeting at the 2007 Trance Energy has, in just under 3 years solidified into one of the freshest, most exciting electronic dance acts on the scene. With it has come a new multifarious trance sound that, globally, has begun to shatter underground clubs, arenas and festivals. Banding together under the name W&W has seen the collective careers of Wardt van der Harst & Willem Van Hanegem go into overdrive... As spinners <a href=""https://www.last.fm/music/W&W"">Read more on Last.fm</a>",514407,7047270,"['NWYR', 'Mark Sixma', 'Ummet Ozcan', 'Orjan Nilsen', 'Sander van Doorn']"
Dan Zamani," <a href=""https://www.last.fm/music/Dan+Zamani"">Read more on Last.fm</a>",30277,151707,"['Nstens1117', 'The Pump Panel', 'drenchrome', 'Połoz', 'Thip Trong']"
AronChupa,"AronChupa is one of the five members of the Swedish hip-hop / dance group Albatraoz that during 2014 sold double platina with their eponymous super-hit “Albatraoz” (it has been played over 16 million times all over Scandinavia, not only Sweden).

In August 2014, AronChupa started up a solo-project where he released the song “I’m an Albatraoz” that quickly reached the top lists with 9 million plays on Spotify. <a href=""https://www.last.fm/music/AronChupa"">Read more on Last.fm</a>",509847,4745063,"['Little Sis Nora', 'Aronchupa & Little Sis Nora', 'Alfons', 'LUM!X', 'Italobrothers']"
Porter Robinson,"Porter Robinson is an American DJ, record producer, musician, and singer from Chapel Hill, North Carolina. He started his career at the young age of 12, his passion for music being ignited by the media he consumed at the time, especially Dance Dance Revolution. Starting off making music online, he found his way to popularity and was in the mainstream by the end of 2010, after which he started gaining recognition from popular artists. His first EP <a href=""https://www.last.fm/music/Porter+Robinson"">Read more on Last.fm</a>",1282757,61430479,"['Madeon', 'Porter Robinson & Madeon', 'Wavedash', 'Mat Zo & Porter Robinson', 'Swardy']"
The Chainsmokers,"A production duo featuring Andrew Taggart and Alex Pall, the Chainsmokers mix dance and pop into a chart-topping sound that spawned hits like ""Roses,"" ""Closer,"" and ""Don't Let Me Down."" Pall and Taggart first made a name for themselves by creating remixes of their favorite indie bands that garnered tens of millions of streams. The duo released its official debut single, ""#Selfie,"" which celebrated and skewered 2010s narcissism, in January 2014. The <a href=""https://www.last.fm/music/The+Chainsmokers"">Read more on Last.fm</a>",2607603,81750711,"['Martin Garrix', 'Gryffin', 'Jonas Blue', 'Kygo', 'Cheat Codes']"
Syn Cole,"Young Estonian DJ and producer Syn Cole is tipped to reach the higher degrees of EDM
stardom after being snapped up by Avicii’s record label. With a debut(!) appearance
at mammoth UK dance festival Creamfields imminent on August Bank Holiday
weekend, Cole is poised to follow through with an arsenal of electronic rockets on
the Swedish imprint.

Born Rene Pais in 1988, in the small Estonian town of Pärnu, Cole attended music
school for seven years where he studied piano. Dabbling with his first hardware <a href=""https://www.last.fm/music/Syn+Cole"">Read more on Last.fm</a>",379390,3990093,"['Jim Yosef', 'Elektronomia', 'Lensko', 'Tobu', 'Spektrem']"
