artist_name,biography,listeners,playcount,similar_artist
COEO,"German duo Coeo have been making waves recently on the underground House scene. With releases on esteemed labels such as Sccucci Manucci, Toy Tonics, Let's Play House, Seven Music or Dabit Records they are an act to watch over 2014! 

The DJ and production duo consists of Florian Vietz and Andreas Höpfl, 2 guys, who met during high school and shared a mutual love for hip hop and soul music. Some years later they fell in love with house music and spent more and more nights in their studio in Munich to write their own songs. https://www.last.fm/music/COEO",131343,1053382,Crazy P
Ed Sheeran,"Edward Christopher Sheeran (born 17 February 1991) is an English singer-songwriter. Born in Halifax, West Yorkshire, and raised in Framlingham, Suffolk, he began writing songs at around age eleven. In early 2011, he independently released the extended play ""No. 5 Collaborations Project"" and later that year signed with Asylum Records.

Sheeran's debut studio album, ""+"" (""Plus""), was released in September 2011 and reached number one on the UK Albums Chart. https://www.last.fm/music/Ed+Sheeran",4132966,250638458,Lewis Capaldi
Illenium,"Denver-based producer ILLENIUM is one of the most successful crossover electronic artists today, topping the U.S. dance charts, garnering +4B streams and headlining the world’s top festivals. 

Following his 2016 debut album, ‘Ashes,’ ILLENIUM broke into the mainstream via his 2017 album, ‘Awake,’ which includes his classics ""Crawl Outta Love,"" ""Fractures"" and ""Feel Good,"" with Gryffin ft. Daya. A critical and commercial success, ‘Awake’ topped the iTunes Top Electronic Albums Chart in 12 countries with +100M streams.  https://www.last.fm/music/Illenium",865528,34787351,Seven Lions
Hybrid Minds,"Comprising of Josh White & Matt Lowe, Hybrid Minds represent a new musical force with their melodic, soulful Drum and Bass already making waves. A synergy between influences including trip-hop, acoustic, soul and RnB, Hybrid Minds draw on a myriad of influences to produce the smooth sound they are now known for. 

Although an innovative force in Liquid Drum and Bass, Matt & Josh are no strangers to bass music & had ran a record label together for many years which focused on the more dancefloor orientated side of the genre.  https://www.last.fm/music/Hybrid+Minds",232219,5592606,Wilkinson
Macky Gee,"Hailing from Medway, Kent whose heavy and rolling sound has been entertaining the masses for a number of years. Having started DJing six years ago, he soon found the natural progression into producing and has been making experimental tracks for around four years. Completely self taught, his determination and creativity was reinforced in 2006 after a master class with Erb N Dub (Hashtag) where he was taught different levels of DJing and producing thus improving his sound. https://www.last.fm/music/Macky+Gee",176105,3129340,Tsuki
Imagine Dragons,"Imagine Dragons is an American pop band formed in 2008, based in Las Vegas, Nevada. The band currently consists of lead singer Dan Reynolds, guitarist Wayne Sermon, and bassist Ben McKee. 

They first gained exposure with the release of their single ""It's Time"", followed by their debut album Night Visions (2012), which resulted in the chart-topping singles ""Radioactive"" and ""Demons"". 

Rolling Stone named ""Radioactive"", which held the record for most weeks charted on the Billboard Hot 100, the ""biggest rock hit of the year"". https://www.last.fm/music/Imagine+Dragons",3995936,246768508,OneRepublic
Chase & Status,"Chase & Status are an electronic production duo from London consisting of Saul ""Chase"" Milton and Will ""Status"" Kennard.

Chase & Status have had three number one tracks on the UK Dance Chart in 2007 with the double A-side ""Hurt You""/""Sell Me Your Soul"", and in 2008 with ""Take Me Away""/""Judgement (Informer)"". On 5 October 2008, they reached number 70 on the national singles chart and number one on the UK Dance Chart again with their single ""Pieces"" featuring vocals by Plan B. https://www.last.fm/music/Chase+&+Status",1152104,29915704,Wilkinson
Chemical Surf,https://www.last.fm/music/Chemical+Surf,96027,775943,KVSH
Graves,"There are multiple bands/artists called Graves:

1. A black metal band from Portugal

2. A horrorpunk band featuring Michale Graves (vocals, guitar), Dr. Chud (drums), Tom Logan (guitar) and Left Hand Graham (bass). They relased one album, Web Of Dharma (2002), before splitting up.

3. A metallic hardcore band from Auckland New Zealand

4. Band name for singer/songwriter Greg Olin from Portland, Oregon. Has released several albums on Hush records. https://www.last.fm/music/Graves",117472,1073158,Michale Graves
Flunk,"Flunk is a Norwegian electronic band consisting of producer Ulf Nygaard, guitarist Jo Bakke, drummer Erik Ruud, and vocalist Anja Øyen Vister.

The band began as a project between Ulf and Jo in Oslo, Norway in the winter of 2000-01. Starting out as an instrumental and sampled vocal project, they were signed for a track on a compilation by Beatservice Records in Winter 2001. On hearing the finished track, label manager Vidar Hanssen signed the unnamed band for a full album. https://www.last.fm/music/Flunk",739746,13088578,Elsiane
Miss Jane,"Miss Jane is not a person; it is a project of Italian producers David Carlotti and Carmine Sorrentino, created in 1998 as a front for Carlotti and Sorrentino's remake of ""It's A Fine Day"". Their remake is based on samples of Kirsty Hawkshaw's vocals from the 1992 Opus III version, itself a dance remake of a 1983 a capella track by Jane and Barton on the Cherry Red label. A woman named Luisa Gard provides the on-stage image for the touring version of Miss Jane, but does not contribute to the recordings in any way. https://www.last.fm/music/Miss+Jane",63943,378447,Fragma
Fabian Mazur,"Since 2010, Copenhagen-based producer Fabian Mazur has released many tracks and remixes, expanding from the Danish club scene to an international audience. Gaining support from artists such as Martin Garrix, Tiësto and Afrojack, Fabian's recent releases have been pulling in streams from all over the world including “Right Now” with over 20 million Spotify plays and “Arena” topping 28 million Spotify plays. 

His sound is electronic and bouncy with a clear inspiration from hip-hop and R&B. https://www.last.fm/music/Fabian+Mazur",117165,940891,TroyBoi
Stormzy,"Michael Omari (born 26 July 1993), better known by his stage name Stormzy, is a British rapper, singer and songwriter. In 2014, he gained attention on the UK underground music scene through his Wicked Skengman series of freestyles over classic grime beats. He won Best Grime Act at the 2014 and 2015 MOBO Awards and was named as an artist to look out for in the BBC's influential Sound of 2015 list. His most successful song to date is the BPI gold-selling ""Shut Up"", which was initially released as a freestyle on YouTube. https://www.last.fm/music/Stormzy",794482,23475571,Dave
Kraftwerk,"Kraftwerk (""power plant"" in English) are an electronic band founded in 1970 in Düsseldorf, Germany. They pioneered electronic music in the 70s and are considered the most important and influential band of their genre, often described as ""the godfathers of electronic music"". Kraftwerk's sound is minimalistic and strictly electronic; it combines driving, repetitive rhythms with catchy melodies and vocals usually sung through a vocoder. The current line-up consists of Ralf Hütter (the only original member) https://www.last.fm/music/Kraftwerk",1382649,41748770,Karl Bartos
AK,"1) Aljosha ""Josh"" Konstanty, better known as AK, is a German ambient and electronic producer and musician.
His music has made frequent appearances on YouTube channels such as Ambient, Fluidified and MrSuicideSheep.

2) Drill/Grime artist from Brixton, London. https://www.last.fm/music/AK",254538,4121683,Nomyn
Throttle,"Throttle (real name Robbie Bergin) is a popular EDM producer from Melbourne, Australia. He has released music through both Spinnin Records and Monstercat. He has gained great success with his single ""Hit the Road Jack"" and his collaboration with Galantis ""Tell Me You Love Me"".  https://www.last.fm/music/Throttle",240725,3360048,Conro
Charlotte Gainsbourg,"Charlotte Lucy Gainsbourg (born 21 July 1971) is an Anglo-French actress and singer. After releasing an album with her father at the age of fifteen, more than twenty years passed before she released three albums as an adult (5:55, IRM and Stage Whisper) to commercial and critical success. Gainsbourg has also appeared in many films, including several directed by Lars von Trier, and has received both a César Award and the Cannes Film Festival Best Actress Award. https://www.last.fm/music/Charlotte+Gainsbourg",751773,15803049,Jane Birkin
danicpeepner,https://www.last.fm/music/danicpeepner,21667,48532,Santiago Novello
Tom Novy,"Tom Novy aka Thomas Reichold, born in 1970, is a German house DJ and producer. Tom Novy was the first German DJ who mixed the british compilation ""Ministry of Sound Annual"". He also did remixes for Sonique, Lou Bega, Tom Jones & Mousse T., Backstreet Boys and SNAP!.

Beyond doubt, Tom Novy belongs to an elite circle of exceptional artists in the music scene whose name doesn’t need any explanation. Worldwide chart successes and appearances in the world’s best clubs seam his career. https://www.last.fm/music/Tom+Novy",236808,1238147,StoneBridge
DJ Wady,"DJ Wady Began his career in Colombia back in the early 90's. He is regarded as one of the first pioneers in the Colombian dance scene. He was born into a family full of musicians, from where he acquired his Latin flavor which he incorporates in many of his productions today. 

Today DJ Wady is part of the next generation of DJs and producers to take the electronic music world to a new level. His original productions and remixes have always reached the top of the selling charts, attracting the attention of some of the best DJs in the world. https://www.last.fm/music/DJ+Wady",12446,40746,Jewel Kid
